node_id,pois_id
5225710893,6732171506
8616365518,8616331212
7897644665,946238788
5968310841,8594006472
3769572240,3769572241
8127245573,6366344280
599493289,599493289
10208768794,9816045969
7111504410,4697728408
11913915478,4562113393
7099018901,7098855311
11131446057,3393377682
8156985572,9082115597
7198993361,7603344810
11585563794,12096414787
11278401488,12133344122
4349239996,6210866728
11278274304,12179578688
5261182022,4409073281
5008680523,5338231495
5224068329,11126588759
4491845403,6903650480
9584214522,9584214523
7653007607,5195938822
11113061734,5229821285
8550955027,8550955026
2081900340,9816312578
415505579,11030858803
8048820151,8050894827
1491061655,4409074500
3190528632,3190528632
9611895077,8056285287
10038319352,8056285291
537088807,5186478454
9380046757,4089606655
9955931336,766890346
12066995237,12066995237
6094605915,12066995225
6094605891,12066995222
6094605801,12066995219
6353170549,7975224285
7538657702,8809272076
656641572,656641572
5614499316,5614500922
285729918,8329224531
9161393961,8984649649 9322495303
6104028203,8329224530
4270946317,4270950361
3838408304,4270945281
285729927,8329224532
11030876911,11020658860
269756564,1907814134
6384517458,5734955905
7935607700,5745066135
570542160,5734956464
7936007430,5734955333
7936007435,5744940535
10734212605,5734955334
12175772260,3396293653
4339103317,5716207323
6245589178,317232008
1382574594,8505964371
11234218719,11234218719
12093060591,9506780247
806854448,3702128514
1383204112,6813564992
1572253456,1572255466
3476899814,3476899815
4339105143,5716207324
8208552601,8208552599
7323808226,6216807227
8455280111,8660626400
1649965755,5766387245
3690742827,10032460656 10030063317
4336216216,4336216271
8067719364,11566576122
5237395005,6606854235
6606847330,6606847330
2407348253,5487378362
6791014729,3725442520
8223638837,5644980307
8481321578,3355430522
8700558878,8700558881
8148116519,10676546419
1813438103,3387140922
10046257028,10069670747
7206947165,841468154 3256179184
4336216226,2089403382
5771946169,7504719377
267587469,1218493646
37074494,1218493649
340456614,660434648
416234783,6501376092
11002460714,3638119188
4685651929,4409086218
11769204708,5744940657
26823897,4409072162
1068654301,1068654301
486725564,486725564
1588828150,1633033016
1801943120,4409072541 11891775974
2414006197,2414006197
8737175146,11963329673
2674333725,9762802102
5590940383,8086206717
1389821887,4409054109
12088631005,4409072167
9309849022,9309853947
9856724339,4409072171
9053879262,11021359949
4459477759,7272793342
12078291709,4409072501
9382275832,5919409285
6841558148,8050736994
271275760,8056278967
10023161833,6282158767
8976341650,8976341650
4981775580,7979266057
11958965720,1202568731
2406473556,8043350495
7891377857,8072093343
2706147020,11940748817
11375873307,11058162204
3650700936,3396293629
11385051590,11385051590
7869233761,6732237585
382778027,5930514908
2446110513,9970749246
7120414747,7120414755
7383877770,7387262524
176018928,7400160816
1300447321,1730356558
1228774425,1730356567
416168334,1730356575
8017631109,331711976
419453491,9248095541
1855198234,1855198184
1764361429,9190557731
2774486083,2312365245
37082048,1730356540 1730356521
492371043,11746962369 11746960870
12032264476,8555605626 8555605625
338998788,4346681189
1727522689,4346681489 5271327303 4346673690
339246191,339246192
10187646421,1218493642
4392668412,1218493653
8724144355,8724144366
1387002149,9691161867
6733362736,11021359946
2010898152,11021707210
11685871268,8984501636 8984501630
3739627479,281817337
5487366510,5487366509
9029956417,3385463741
8369344945,11457580327
10297583965,12052292253
5472940136,766890347
1904534463,9989742217
661389678,5018538121
8233162421,4110728890
2498532776,244245790
5132223781,4343198758
2424204646,9989742317
8365627422,9813309842
11301514605,11301514605
3679459616,4770571921
2498532778,2029726458
1691458906,4890886183 9946373218
1905807485,339373705
1313402047,5184318003
275727512,6199432018
5220860598,5352688622
9807707377,9807707387
1810816118,1810823397
1086805923,10195292002
2632826039,9441146849
2078228922,10032460655 10032460737
677177327,7711922474
3390623413,3390623413
2075748981,6617879585
976358771,9408933181
4890627550,9472425142
11002621508,5173305063
11664625758,6217993690
7961861515,3595443321
3658129217,5101773614
1235438654,6089367725
570542086,5734957379
10097058011,10097058011
9770105334,4731062750
270983947,6199486519
8279773548,3185472032
6745523513,11030881005
3892787529,9622603009
11851441035,6802853928
5517385893,5512636370
6692764688,6692764688
289310725,7612948065 7612948066
854184908,854184908
8358709492,1931491246
1112364441,10115025517
3605994880,7633689626
9647386416,3385463605
506076552,7612948064
520786372,2410285536
1032631526,10069670746
491900981,7686486068
1040294835,1738808391 1040294835
3090137913,3090137884
9121234709,9121303199
8347778713,1930165609
3609146002,3609146001
1956842305,1956842306
2078298782,3734085011 5148711323
3090137892,3090137889
3090137900,4378548825
473391008,473391006
3305141562,3305141761
504436426,3913761449
3307078161,6689950925
1105431262,8410287417
2989370222,3310851584
6760930070,1738808388
3415409252,5039978520
9696665985,5271327292
11389325330,11389487128
278099417,331711796
2333752592,1784941955
1363931471,1363931471
3817941925,3817941925
11048805449,1730356618
2710019083,5855481276
11048564416,1730356632
416233220,331711807
3225800878,4373146447
289818941,331711756
289818955,331711755
287660727,331711801
9203444373,12079133631
2534387856,3176160092
4312954390,4379840292
5473502811,766890341
395248339,4409074506
648744688,11079539154
1102369697,6656058519
896043539,896043539
11090457997,3798834384
3127073636,5012460321
5693902624,12105453131
7642251540,7642378300
9307265909,4826375621
9491086452,11014677418
560832381,8048590861
7545774498,8095014626
412703054,9445932270
2081900343,9816312583
8890641182,4332570389
1915966011,1915966344
4880354823,7041529594
12189174502,6199548485
4396703355,4396703373 9112009329 4396703374
1552429127,8147990709
8704378967,9943961317
6298473372,4409072184
9024198026,9024116015
8125100122,331711770
291131703,1730356597
4345260066,1730356585
312912010,6903650479
291150614,331711989
3660896174,6206750285
12019814615,7041520823
416175522,6199585966
6608933610,7041491143
4388445937,3579427003
10754673591,10754673591
474272649,9026865298
176018475,7387262615
9469352729,1218493641
37072587,1218493657
6904119710,12065053769
1406597520,1406597520
5590940378,8086181619
11278274305,12133344123
3416904481,3416904474
9311639787,1218493647
416174579,331711983
10908194859,10908194840
6415112975,12179578687
7508473735,6269840698 6269840695
2423714046,4976485305
278111442,331711986
3728628748,4409078595
2361148173,4409078591
1107309579,4409072546
2415342163,2415312430
8444297504,8444297613
5984481888,11691729649
3683321677,8188103315
8612365307,8608037866
630877372,9198818263 3710701589
6816261187,11833186633
4370324697,6556746055
5231731419,9448596530
4450898269,1730356510
11021689117,1730356505
37092742,1730356534
597713532,535845091
30353245,8555605628 8555605627
7961427588,7155998814
4412580936,4636016536
1924758471,4409072164
1309735105,8555605624 8555605622 7519548166
338868923,4346681389 5271327295 5271327299
8693761009,4409073394
9316831284,10681843263
3522770465,3522770465
9758637753,10687567975
648745468,6598967616
2928751247,6958393151
1738808400,1738808400
1942356320,1582084788
1380549730,1380549724
9968559106,9968606526
4286900377,4286900377
1063455184,331711897
11430072721,10881607216
2981656138,4425380710
2646415486,9990781754
1485192824,1485192825
1686624987,6399768165
9458893053,9458893054
2814693216,331707140
876412582,876435080 876435083
10125230417,7891176386
2393276397,2393270949
5744570709,1997553225
5819675583,331712081
3904101340,331712029 1738814589
2109417249,331712068 331712035
419455079,331712067
6026419374,331712020
3137930192,331712001
547769280,1140324956
4062468880,4062472691
6737624874,766812328 6737616973
538133336,4336101727
538139799,1241525104
9319838908,9319838908
276325845,3297409680
11369290921,3587066493
360102626,360102626
6407203146,1730356613
10698077024,1222650974
533946538,533946550
3885396562,331711771
7567530384,8819055512
5988935363,8148125200
1584222452,5276193892
2014122954,7647381959
3426156304,5561191897
1919454274,1919454274
344148881,344148881
363644716,9214793917 6773530954
987800796,1044301777
5620840683,1997618005
3879173787,3879173787
11267903209,1997617993
841170477,1682615392
4685756651,4409086217
2239734158,2239734158
772093095,4293473628
5281056135,4409073396
5631135956,331707068
3324616603,11872997504
1215620272,4409072165
871906160,4331998289
9309849024,9309853945
11215098349,4409072151
12088388824,4409072159
416109397,1950187325
2307138825,4409072508
10277475253,10277475258
10303014447,10302939160
8156038948,7742323152
1833783328,11781686270
1744408225,1744408225
3060065943,4000204824
1515736439,1515736039
470217783,4409072155
9244787995,10129351409
1390309407,4409074503
550409103,550409103
4115256362,4115256367
10040989833,10040989904
43791860,1997617997
9934372707,9934372707
11308101164,11308101166
10863749434,10863749434
382781006,6938312368
339246270,5271327320 7280852552
4013663021,4698789556
338998780,4346678693 7394056631 5271327304 4347909790
616492260,4993471021
470141163,4346680990 5271327300
1309735775,8555605629
7393930646,7393930641
473255502,11780973160
2120273187,11780973161
8023411435,8608458733
1200417412,2089404752
7383877691,7400160817 7387262527
7383877790,7387262620
3266544148,3266544148
1036626313,1036625915
8855669677,8855669677
492370300,1643754247
8976341452,6642058802
12019764897,12019764919
9600969373,8056285307
5693902902,10136013237
9181385529,1997553253
1469131591,1469131591
4315013776,7771095885
11230063425,11230068604
11230063429,11230068600
5709961863,1997553261
5709961928,331707115
3191011993,3344995259
3076163369,6711114690
1689585809,11722227133
4461184355,3127127802 3326485713
8034492058,6399595918
11632398582,11632398580
7603356806,7603356806
5614500923,5614500925
4800395526,7578861550
9383642145,8505009938
2406357264,10115456548
9195960315,4452707618
9092586383,1775737145
10102426487,10102457889
691175386,801565782
4452893153,9441257558
11012058800,1784164903
4844746017,2029385782
8170091010,2322709550
8307735334,9903029717
1986417374,12049021266
251657299,5734956463
7957998780,5744940655
8067719357,11057511528
1145020821,6680242085
6692363591,6692363591
1894500282,6791235788
1894336982,1894336982
6637361851,6635971885
10177479330,9408938194
1422653615,1422653615
1156532753,5766614935
1435065694,6210812006
10155708651,8148173926
6907795382,8059950594
11774999978,11421765704
5733944416,8148193157
1027362125,9391130307
5150958126,8751253002
6606854210,6606854210
9113125998,9823425515
4730457830,4727106792
7188918841,8505964370
7183476858,6587516073
2727506128,3352675378
10983209675,6173615682
302319365,10062786587
4560672189,12026948215
1383204090,7131697276
341759236,3947147238
2045664653,832320896
2270022955,10797403758
2747115305,3166130735
10731660532,11629904311
6746985443,11021359944
302301047,10062786590 10062786591
281842745,281842909
12194008492,6692363589
4022838930,6150466300
2367768287,8064197846
2727919888,8064197844
1385459705,11848019960
598412831,5745057235
9910579405,3385463842
1017431587,8060069685
9591352781,10979821506
6979804744,6979804745
4484339932,8147888230
2328313069,5766594757
3680209537,6150437673
3748897513,8842576674
58257083,4409072524
1099188441,4409072163
499939177,11734808469 5012309421 5012280822 5012265624
10274045858,10270733535
1751821611,10270745801
2653009063,4409073395
5198977497,5198977497
5311590181,5311590199 9799358415
1782935953,1782935052
2409161197,2409159844
2393287011,2393275001
3681578176,11462256634
4226292090,4218595192
4892814421,4892814412
392619451,8148038202
4881084359,8148038203
4334726816,857978426 4334726933
419437534,4727221573
1585332286,8147853396
3357107419,3410568559
2992799096,5381946076
4893237678,4384855016
2405683211,6366336988
6313322510,4409054107
127401770,1997553248
3564769396,3564769397
1038641451,4343692187
4174599725,7393086498
2823677141,1997553251
2403894880,2403894879
6713051612,11021707216
1247327715,1247327715
3559942794,3559894193
10767382960,4409072170
413688775,413688791
3638013853,6089270264
12171125698,1786949691
12026912296,3557252080 3152783583
12026912333,3557252423
291486000,3611835102
248124772,3154485711
491885114,6510367618
11413787206,6075201844
2890627700,5520838609
9970780235,9969124010
6249981595,6249981595
492347564,5754584195
10943580563,1210013028
10942601267,7850329864 6391416675
11390607021,10696055998
2975218382,4549642290
1081212653,11942565369
1515736621,4409072177
3210606944,5855481269
268382124,4336150467
3762565862,3762536171
288662525,5043621990
2626540401,1738814588
4923247437,4924684105
4206119778,4206119689
3545957185,3033924566
10706463071,331712072 331712073
10701164113,331712069
419425829,1738814585
5417488743,705777544
1909313825,11663534301
804533644,804533883
11066010179,4399673392 5183023506
11309130956,11309130956
3748321308,6160275185
10701128476,6656645596
2139753267,4409086212
8127939042,7508991870
11552018309,673031166
419471609,331711999
8902801022,9902942217
1205148404,1394484421
6841558169,8186181536
4192766388,4192765949
279960531,8056278966 3634698108
6056368407,6056368407
1686416127,8056285289
491944366,11746673369
3899287362,8056285286
10059411739,4409072503
2969800555,7132583116 6692363587
4175180182,4175179672
1686415764,8056285294 8056285302 8056285298
12047306414,4409072169
6533235027,6533231418
3829557461,3829557476
7761407641,7761403161
4184077812,7761403106
11863127536,4693771775
4370324726,4164263223
5762585264,254537748
3056369321,3056369321
1904481837,1904481837
5079870731,11090412505
1904482103,1904481841
944911820,766890311
1022083380,7460079424
3210062524,1706583928
7237844204,1102836350
250760617,8949996427
8083331726,11079564406
4348085433,1155887159
8483993477,2028915673
8555825639,8148173520
2706106443,2706106443
2424204650,11940759379
2019504588,1102739611
2632826041,9441146848
4339098223,4325961143
1940955446,281818154
2399888501,1630957030
8232914297,444711713
12179649367,12179649354
5334348767,4731354333
394159681,11030881009
6720167618,11030881006
9434062172,8505009944
3543068546,5018353188
293058768,11149505401
1619810706,5614500942
8127823732,7196046711
5526629633,6453713335
5171246335,5170565821
1692226735,5629478421
4535184066,4386255548
2933720100,11524308968
10281565489,5167654922 833617468
647520399,5831773068
339373728,5109399621 5109398322
1037662304,5018538122 3070430289
702355763,9218981452
1714824424,1714836312
538124020,2450257170
3919984175,6433110090
3679181899,10960610023
1480474700,6525660594
663452446,4846726125
3390618919,3390631868
6709437198,6705017244
3240163904,9886765745
8833028584,8833037641
514893784,7978164686
7640545367,7638876952 7638817278
3700208270,3700208262
5333213311,5049842921
896290140,896290140
6692363588,6692363588
1416086859,8322224690
3001442683,4672352391
8040249465,11054056622
1883377869,1883377908
7935607694,5734956461
248128373,5766614886
11497712288,11160196475
1349671082,5766614895
3218307799,7131761288
1156532725,5766615159
4365458694,7869951469
3994583806,6204822799
10964489640,9743894117
10771676046,10771676046
9543979702,9529128883
6558684927,6558684927
1383203888,6089367723
4053990213,4057677668
10786883698,12125680541
9607743962,9607745958
2936384949,8059961885
11151496331,9767888652
4100662457,5045740522 5045740523
8828260583,5029773122
4206119772,4206119774
4856526123,769438439
339300521,339300522
339300516,281843801
11966095049,11966095049
1919454080,1919452872
11966095035,11966095035
514033258,8969290976
10739819172,9395125633
481102158,1021273142
778779057,778779276
1309735388,3844214212
1309735116,7231310037
9354311628,5271327319
2248647531,11071758100
1977424683,1977108727
338999531,4347909293 5271327296
8866998928,8866998969
1309735215,5237345536
4484908190,4484907760
3677464211,3677464190
7111504421,5652203734
5238570190,2039008597
7111504407,6219136277
472606329,4328232094
4003592504,1260311764
7383877640,7387237575
8455836919,1730356545
8455836542,1730356548
7383877746,7387262619
7383877796,7387262520 7387262521
5235839331,10824978914
7383877613,4340529695
6680210714,6662827856
1122989713,7387262530 7387262594
5410403323,3440123619
668445078,6564068185
12140122813,1235362053
9998739591,6448398995
3044816850,3044815062
2913891375,3996624857
519038017,3166230358
1619640285,3162109186
11168770623,480443318
1426820975,6489825195
3230922746,1783220701
3890700560,3890700471
9115784894,9115784896
4100572532,4100572363
7980987648,6684906585
3269895271,3771950557
3882375165,3393377734
8034492072,3416904475
6491761167,8413443818
9380046760,4089606615
279960817,8056278965
9506836411,5693902847
2119465296,5222336376 7265497408
12098026562,12098026560
1570494874,1651050839
11230063585,11230063583
8969189784,5222336377
25877962,4409072500
25877947,4409072145 4409072529
7610835883,4409072156
6725456624,3874193382
8087877148,8148035022
793120158,5855481267 5855481272 9120860398 5855481270
9426847258,2627276415
254249494,6483119168
7508473685,7508449079
1516863702,5614207233
691148174,691148174
1153887047,10065470510
5225758455,5225514695
1521617315,4409072186
8725912535,9408941554
2205993693,5585270721
627289676,627289666
627289447,627289447
627289454,627289454
5597129747,5145513324
3225787032,4409072180
3089816866,8147847286
5225711242,4409072152
7345717354,5130280292
8521609129,1116403122
2027186955,5762105158
332510275,332510275
7826756169,7823446281
9268717989,4350709589
12047306300,4409072502
8608770739,8695629951
4367209485,10062786574
272975884,5712053235
1205148528,1394484422
11800434939,9408908395
3977330730,5233984115
4084368612,4084368617
560832818,8048590844
523113708,2635868444
1504703467,4409073400
470737824,470737832
492306768,4232998004
2490635286,5041553422
4647257866,8148087794
6026555154,4103972989
4032302600,9395502778
3998454066,3998454066
8765463810,8765463813
3788629466,11301571287
11230063583,11230063585
1782936345,1782935053
2983196463,7153104826
473395594,4344216091
8442136358,8442136367
3522760339,3523529805
6784034157,6512152953
3421663569,6501376126 6501376144
12078291707,4071028772
11578343392,4823901581
12088388876,11048788422
9538859720,9538859720
1346093814,5855481271
1514990825,4409072175 4409072150
2757647285,9309853944
6102438083,4409072542
25838384,4409072545
11024970477,4351284889
2732350549,11423820639
416228215,6501376130
486668413,772093092
1099036235,7508960189
1515736086,4409072166
4173958864,11737941970
449542462,2627276413
9647387656,3385463604
9596468180,4852904461
12117430469,5009598923
10699515993,5451363835
8244015463,3176238732
2966995650,3176240271
529680347,529680349
3127994790,3495688193
6737778451,11009032687
3781041925,3781042003
3044809122,3044810835
3637374972,1997617966
8455891776,6597342285
3497489382,6689950957
7508449036,4409072183
492336025,6510367619
492380383,4459818095
3793763495,4826583681
11963223338,1640059929
1076385420,2613011859
8537917094,9012769717
8542867032,859683780
8034564268,3422883558
419450602,9124839262
11135032176,11774198925
2699056635,6917139499
6043109300,2748850658
30828351,9735999592
10010231141,5229821287
8822867272,8822867272
8704286347,8704286347
7237517311,6036029005
1104758122,9408949155
3717239454,10270775820
5235839441,10824978917
7383877697,7387262621
7734494458,7735029541
2789543150,7387262605
281861459,8775272636
7383877714,7387262622 7387262627
10790583570,3148586029
2340135843,4349329289
12022316297,12022316297
8500553995,9409184107
8500554011,9409184108
2340135844,2321391120
5260336160,8905061735
11110237376,9409184109
2078134641,652994287
8972734772,8972734774
3658372145,9044442368
3028175336,7147645785
8816127743,6862180478
8148059228,9294672417
431015654,11165873789
4452893149,11932505647
9433622222,8505009945
1027906757,8984501628
10028183059,10028183056
11897856279,8148083344 8148083342
7546800699,8148083343
6070107642,8147940828
6202113838,6181635347
6655953686,6655953686 6655953685
5323254005,9629768870
419448491,8515560974
806900929,6652944992
1894704929,1894704924
648627543,4395560089
12086349578,12049021267 12049033371 12049021268
766989615,766989551
1316792283,6632440477
4656387244,4439557200
10731765230,417244329
10264235741,10264235750
3989213109,3989213109
9571287256,9571242683
281843587,281843587
3983582475,3985003185
9910579371,3385463839
11738155998,6388587370
1167627203,1167627238
5898299366,3396293385
3983579842,3985003190
6188975399,6587516077
11084701220,7610734338
6510043201,5734956441
4634372008,3666684399
1014308268,6214880068
4456205932,4499885847
11268482647,11268482648
7143313453,11021359948
3748897688,9132881513
485532194,8246006452
8858669493,8858669493
11493358439,9778613455
516496463,7624411225
1729716771,1417446681
10960507307,2636189521
5267122854,5267122854
7647124868,7630679086
3390623184,3385463640
3390652303,3390652304
2370028798,1718602708
2454822363,5983874922
1155632678,5766614887
1155632788,5766594338
492938642,8763049766
9139216157,9139216157
10705172259,1997553252
5922542810,5716235467 12086241254
793120168,5855481268
419439118,1738814586
3609205495,11228225451 3609204795 3609204994
3124991707,3677964225
3497489385,3585014796
2969739304,3142885777
9068756477,3534838711
9950369417,9392912908
7257156145,8075661084
9316833851,5652209147
4166097890,6226004356
9989111392,9982273291
9989111384,9982599361
444046092,9945063926
5411462832,4409086216
3455051557,2122118088
1099188812,6268965107
9426896677,6269840717
7508473712,6269840712
7508473771,6269840713
7508960202,11873484270
1802075076,4409072537
1499573932,4409073280
9845346177,10751642093
1515736057,4409072176
1920901992,4409072149
3221011162,4409072499
8735234474,4409072185
2643299175,1336371205
1390355745,4409074499
4459783287,8228452718
4469529017,4469524695
7383877733,12117585184
7383877622,7387262625
541067281,5983799329
491961242,8169033017
733313169,6399768488
2160211453,6520229434
6448887027,6914060121
5267300252,5267300254
3564777557,3564777531
1689702767,3123400669
3726474194,4785478900
1414059694,1414058587
9368008557,9368008373
9108642927,9118730261
6652273983,4445795968
1076385461,1076384438
4821460082,5148711324
3351945793,3683267127
4795700330,5652254448
12042936608,12042936694
4213192627,5837287097
8144714708,11421601875
2013082764,6150452727
11652434907,5237345535
2013082845,1211948156
3673037329,6150446116
3657646794,889757499
11639282048,3672622874
11552018292,5146389021
2598930214,10711157397
4951352665,3579564108
5973753616,5973753602
1014251912,4583453790
6447221360,5247717495
7894989628,3025862206
1529908831,5134184721
2188770949,3725483129
8533439612,4911916975
5988016056,5359476922
10786573222,8147846649
8677087445,8147846651
5121300303,7412795462
820106663,6751264577
7241544687,8740733446
7275439650,9470353032
3649609680,10797403757
506387655,4406172391
6800544957,1306276212
1977424680,1977424681
5082201126,5082201211
419467336,4108505112
419454165,8018704183
9596468178,1235361990
5218948549,5264977602
9744924210,9744924211
9971167469,944911558
10676924164,10279402402
6086810509,4661153690
9488966123,9488966123
9236849707,9289203768
5265027538,5265027571
11524308879,11524308895
1058390151,428236258
6448190131,4953881621
6545983750,3932734580
8904862327,3387140190
403644366,2721753309
7960867640,4693751861
8208233296,5786342491
4484368915,9335943145
1235353147,1235353109
8637306990,11667683787
2776051766,3938298333
293041261,293041468
8220045000,4329452991
2338494353,7015087816
11959825363,4704250991
1860833052,1860833052
8356596977,1179414671
406236602,6463312786
8910296991,6611283957
1103538576,5326062864
9946361686,9946361686
971485683,1235353135
946396121,946396053
11569559522,11481531261
1784759630,7722310285
2460048463,5381998620
8151393743,8151393807
7935607633,9356225819
7933033345,3666684802
1249254044,3524731356
3700199972,3700199943
514845820,12091177212
1529935094,8550931906
6861849479,6920899503
4846556457,8072783674
8703487987,3088697919
6062403949,7706121959
10239163735,7804860354
7131697275,6089367721
8566163168,6150431920
7383877693,7400160818 7387262618
519033110,4434603371
5193160494,8147846650
10288075231,10141691150
6074342294,4921449622
1764360880,5883317685
7383877619,7387262623
8284252463,8284252460
26823672,2122116681
12101837839,12101446666
10942601258,3269531963
3723057626,3723057628
6700792742,6734238786 8148619023
176018890,7387262522 7387262576
6852800263,1337999643 1178757953
3637787379,8148124861
416246019,4096103989 4096104089
12111890591,7387262626 7387262636 7387262528
2784565290,1076304709
1409141807,4339123510
1352175289,878192099
9654265054,2488974522
10700965072,11009335540
3675681156,8150747890
3243926761,5303922451
2167044423,2167044423
1910729659,4409072148
649985125,4694543358
11187076419,11187076414
553101298,5168262321
12026912340,3152782065
11066010169,5175856809
1645974276,9502475076
9271832177,9229279169
1926178999,9864764551
10964910153,9242600874
5131716732,5131716733
6720175066,6598952962
9068802085,6720175066
5521409272,7418148128
3735248608,445987049
1676482532,9854032228
9894595522,4409074507 4409074505
11885849754,6466374387
8521984052,7387262493
10833092966,10833092966
9336080840,9336080841
576222635,6218038787
5201639409,12185208001
3031172663,11722227132
30828538,4409073283
6907795361,6877300346
9426896689,6269840708
8770549830,8770549830
9368008547,9368008577
2031252950,424686911
491917813,7415087885
3160544202,3098115666
9121638094,9121638094
5216950487,5216950487
2074996861,5229821284
3151880310,3151882651 3151882312
1683711662,6879508776
3882675920,3882675920
3719109736,3719109735
534917088,1327866278
582768747,582768747
2398657326,2398657342
660736990,3336697393
9491116822,3140883562
11166241482,5183023511
3609204995,3609205493 3609188897
9054082565,9054082608
2926362053,1665084628
7383877688,7387262529
6501376118,6501376153
2469493764,4409086221
9538859929,9538859929
7508473716,4409072516
7314138291,4742382825
4259576362,9338252484
8117299869,4693777889
1521617424,4409072521
1217152051,7620398879
12024864732,4409054111
11072198257,9864359994
492350819,9936010718 9936011517
176019053,7387262537
588153111,588153112
9710355088,4361882716
1439400856,11970715313
1060937841,5953001142
1980686704,1980686704
946421591,4409080569
7112742575,5538344914
4896181928,4896181927
8149298443,8149298443
3178130164,3178128931
25883497,12096356773
1006206274,11817962279
9426790859,7387262523 7387262629
1009362426,4409072154
4200719081,4971542888
1099188621,6268965104
1023587550,6150465277
7383877557,7387262624
7508473754,6269840709
6298473345,4409072181
6925721272,6659062067
3874193406,3874193383
10131371086,931457070
9695904887,4376688105
9237040144,424686909
10624643976,4409072547
419455664,7880282908
10624638476,7906979586
2552840003,4409054101
25838510,1424887806
30372877,4409054105
5237333629,5994465985
2409161336,7436037523
2075776157,9267961857
2516693269,2623023715
11910341431,4607342092
11913605118,9818596364
3049465715,1919398472
265035516,6230792363
3049445865,1919398459
9686413773,1516863400
3752242727,3752242727
10012359322,6786529985
1751822419,4409078589
3656956727,6212110069
5419071447,5419071447
2259698831,11081088126
10922700548,10922700604
3494202720,7884854485 7982199585
4163412606,1515736044
3225784446,4409072497
638791873,9169917335
2597911051,2597911051
8529296986,5517682119
11769200698,5734955909
3221012640,4409072498
7002999480,2321187388
1515785614,10141950307
419438566,2635881537
862761295,9026905965
1598469402,5183024825
4022450589,4278567289
10938919267,10938919267
12025718271,4727211291
3081068580,3049840530
804646942,5082204151
2995238102,2995238102
12008939591,5222336378
1904487179,1904487172
491911511,2535738401
472214151,5780412647
338998772,4346681190
1004627452,6225969483
5127542070,5127542071
2239983348,6813624909
5260336091,3385463733
